text,label,google
因雙方都比較瞭解，知道對方脾氣急又愛面子，擔心因搶買單引發衝突，昨晚遼寧倆男子從飯後十點一直坐到半夜兩點不付錢。其間老闆曾建議AA制，結果被認爲瞧不起人，差點被倆人合夥打。最後，老闆看賬單是27塊錢，就沒收錢讓他們走了。 ​​​,0,0
很好~莊家連一拉一~今天還是不順中,0,0
"爆料稱，楊永信近日派人購置了近千部Note7。據猜測，10月份學員們入校將不再接受電擊，而是人手一部Note7，必須24小時貼身攜帶，且保證60%以上電量。如果有人被加圈就加一部Note7,上不封頂。同時，學員離校後還必須在家長監督下連續攜帶Note7三個月作爲鞏固治療。 ​​​",0,0
政府會說啥呢，地址災害年年都會有的，不是嗎？,0,0
近日有專家指出，當氣溫超過35度，感覺熱到不行時，應立即向暗戀已久的人表白。專家稱，倒不是高溫天氣表白成功率高，而是一旦對方接受了，你就賺了；而如果對方拒絕了，那你就可以感受下愛情世界的冰冷，從心靈到身體，從裏到外地給自己降降溫，解解暑。所以不管表白成功與否，都是你賺了,0,1
週末前的忙碌，電話跟插播可以再多一點沒關係,0,0
很好灰長滴好偶又回鍋中獎了.....,0,1
現在的人都是怎麼了救人反被說炫富不救又說人冷漠只要真的可以幫助到別人救他人生命的炫就炫咯有什麼好小題大作的,0,0
， 會前報有很大的希望，聽完報告心裏叭涼叭涼的，看吧，看什麼時候太陽從西邊出來！！！,0,1
9;01的卡~~~~很好!!!,0,1
再次挑戰全民智商1分30秒時世界都安靜了豬都上樹了（更多熱門視頻請關注,0,1
求對面樓女鄰居人生不要太完美。好幾次半夜哭鬧，搞的我人生也完美了。,0,1
你敢喫這種冰激凌嗎？？？？？我是不敢的。 違規但是合格？？？,0,0
現在很多年輕人不喜歡加班，聲稱下班要立即享受生活，但專家指出，如果你是單身，下班後一人回家比狗都可憐，哪有在辦公室和一幫同事加班充實；而如果你有對象，那下班後約會喫飯還要花錢，哪有在辦公室加班多賺點錢有安全感；另外，說不定深夜和同事在辦公室加班還有意外收穫，所以綜合考慮，喜歡加班纔是真正懂得生活和享受生活。,0,1
今天吉尼斯紀錄工作人員來到北京，爲香山頒發了多個世界紀錄。其中有“爲看幾個樹葉最多人排隊等公交世界紀錄”、“地球最多人同時拍同一片樹葉世界紀錄”和“觀賞過最多人類的紅葉樹世界紀錄”等記錄大獎。另因擠不上香山，吉尼斯人員只好在西五環舉行了頒獎儀式。 ​​​,0,1
我原本以爲，今天可以早點睡覺，明天跟angle喫飯；半路殺出陳咬金，丟了案子，而且還是急件...今天丟明天要。很好，我明天要頂著黑眼圈然已經有了)去喫飯唱歌了,0,1
主要是這個姿勢要把書看完不會得頸椎病麼，右邊。。。 看大圖，倆人看的居然是《笑傲江！胡！》。太有政治意識了！,0,1
跟林黛玉似的要不你來你再說一遍來段士力架吧~~嗯~~~~~~~~~~~~~~來勁了……,0,1
每次早餐都是如此的倉促。。。紅燈，你敢不敢再亮久點。。。[閉嘴][閉嘴][閉嘴],0,0
我社實地調查發現，經過幾天的罷工反省，青島出租車已陸續復工，而且復工後的出租車司機服務態度大爲改善，不但態度異常和藹，甚至還會在乘客下車時免費送上一瓶甘甜可口的嶗山白花蛇草水。 ,0,1
真是太好了...我現在連banner都要做了:-&,0,1
很好…現在連開機都開不了了…最近真的很不順，還得籌錢買電腦，真慘～:'-(,0,0
"可以再熱一點啊,,,再熱一點啊X-(",0,0
有公知痛心地指出，社會培養一個公知很不容易，一個公知的養成要耗費很多的成本和時間，公知是社會非常寶貴的資源，如果對於公知犯點性侵錯誤都無法以包容心態對待，那用不了多長時間人們就會發現，國內九成不止的公知都沒了，那將對我們國家造成非常大的影響。 ,0,0
很好腳痛完了現在變胃痛痛死好了,0,1
膽子再大一點，步子再大一點，馬上就可以奧斯卡走紅毯了。,0,1
隨着科技進步，現在電腦和手機通過收集學生的上網習慣、一天玩手機時間佔比、各類與學習無關的app打開率等數據，然後上傳到考研系統，系統即可通過分析準確預測出考研結果。今天四川一名考生報名時，系統根據她平日的表現，明確給出了“別考”的建議。 ,0,0
g打成h可以再天才一點呀保險業務員X-(,0,0
那你給我綁阿....你敢波??? 這有什麼的喲， 我要有這樣的女朋友！賣血都行！,0,1
原來還有這麼多人和自己一樣，也有錢出來玩，而且大部分喫的住的都比自己還好，原來不只是自己賺錢了，於是制定計劃節後回去還得繼續奮鬥,0,1
現在年輕人喜歡懷疑事物的真假很好，但我社也要提醒大家，可能寒假、週末也是假的，你宅在家過寒假週末的時候，別人可能都在正常上班上學，而你逛街看到的人可能也都是配合你演出的騙子，讓你以爲寒假週末是真的。這樣也就可以解釋爲什麼別人總比你有錢，成績又比你好,0,0
今天可以再忙一點....:'-(,0,0
"正是""風和""的午候啊~~~又不是在省道或沿海公路飆車，風也太大了吧，風飛沙差點把我弄瞎",0,0
哈哈，太有才了，還能再低點麼#芒果網酒店狂歡節#,0,1
天丫~我第一次聽到普渡要自己帶東西來拜耶~算你狠~可以再本土一點丫~~~,0,0
真的很受不了！！到底是誰總是把馬桶弄得髒兮兮？乾淨的馬桶座墊妳不想碰到...卻要我們其他人用滿是尿漬的？可以再沒有品一點...,0,0
PETSOCIETY可以再機車一點...,0,0
很好...我媽騎車撞我的車...:-(,0,1
某高校教授指出，西遊記能流傳數百年的原因其實很好分析，就是因爲劇情中的模式難度太簡單，一共只需要九九八十一難就可達成目的，而現實中成年人平均一週都不止經歷八十一難，一年下來等於好幾十部西遊記。因此人們喜歡看西遊記，就是喜歡代入享受那種輕鬆的感覺。,0,1
很好~~已經有超過3個人直接跟我說我變胖ㄌ....表示我真ㄉ該注意了:'-(,0,1
親愛的騎車大嬸，可不可以麻煩你不要在路中間慢慢騎，要左轉也不打方向燈，在後面的我可沒有第六感能夠預知妳要左轉,0,0
人離世後，那些支付寶、微信、遊戲賬號等涉及資產問題的網絡賬號可以先放下不管，當務之急是應首先公開死者的微博賬號，因爲這樣對死者或許非常有幫助，這樣很可能幫他再次醒過來。,0,0
張老師有才 [哈哈] 穿小B，開MiNi，有乾爹罩着，有乾姐的道德檔，你敢說我，我73你！,0,1
因爲總有一些學生不認真學習，夢想着有朝一日成爲明星，於是明星勸退業務應運而生。某地一家明星教育機構，專門招收這種學員，讓他們按明星的標準練習唱跳和演技，結果學員們普遍反應這並不難。該機構甚至還會定期邀請一線明星與學員們一起練習，試圖讓他們感受下職業和非職業的差距，結果學員們發現職業的確實遠不如非職業，於是想當明星的願望更強烈了，該業務最後以失敗告終。,0,0
"哈~很好!!沒東西可以喫~來去喫仙草好了!!待會認真去~"")",0,1
今天一早就遇到莫名其妙的早餐店先生，做生意還恍神喔!~真有你的阿!是嫌我久沒去光顧喔~你可以再給我放空一點，還給我一雙斷掉的筷子，真是...,0,0
X-可以再寵女兒一點！我不知道還伺候小三生整理書包起牀穿衣會有甚麼後遺症，不過，我想可以不用期待這個小孩往後會有甚麼成就了！這跟http://tw.news.yahoo.com/article/url/d/a/090911/17/1qvmy.html學宿舍沒裝空調新生家長當衆哭訴)的家長有甚麼兩樣？！,0,0
msnformac真是要氣死我了！microsoft你可以再心機一點啊!!,0,0
"很好..左手舉起時,有點痛!:-&",0,1
一時間，彈冠相慶，四海昇平。轉眼間，千里之堤潰於蟻穴。 誰說人民日報從不說真話？,0,0
很好!!爲什麼我的便當裏面有苦瓜:-&,0,1
大姨媽 你敢不敢不要 這麼腰痠背痛 外加怕冷 和肚子疼~~姐姐湯不牢你~~[淚流滿面],0,0
啊一下想起你家那隻了快呼籲你爹再養一隻給我玩！,1,1
你要保守你心，勝過保守一切〔或作你要切切保守你心〕因為一生的果效，是由心發出。 (箴 4:23),1,1
今晚去買baby衣服那人說需要鈣片或魚肝油嗎你現在這時段是需要補充營養的懷四個月了吧我頓時間真是想把我的靴子脫下來招呼她兩下我說別開玩笑了我穿多衣服而已走出來後我從上到下掃量了一番我和自己說穿多了穿多了沒胖沒胖…,1,0
錄音棚體驗一把當歌手的感覺原來聲音也可以像照片一樣ps的啊哈哈哈??????,1,1
幾天以來購物車爆炸了無數次……購物車你敢不敢做得容量大一點！！,1,0
我要去讀地理了我這次真的是用靈魂在愛它heartandsoul接下來三天各位神麻煩罩我一下真的這次不敢出亂子了我會打心底裏感謝你們的紅色的喜慶一點!!!!!,1,1
更正下是臺東順時鐘從花蓮往南再往西到枋寮下火車換大巴或出租到恆春或墾丁,1,0
微笑天使薩摩都這麼兇殘我整個人都不好了,1,0
你要是嫌你們家網速慢你可以調啊！誰攔着你了？5分鐘搞定.,1,1
被問了無數遍的問題再回答一次：2000塊以內最NB的國產手機只有這一款,1,1
#今日小寒你那裏冷嗎#我們廈門不冷還可以穿短褲裸奔呢[偷笑]你們呢羨慕嫉妒恨吧喜歡廈門就感覺來哦。。。。。,1,1
【易讓人望文生義的詞彙】看看圖中的這些詞，你能理解他的真正含義麼？不要不懂裝懂哦！,1,0
2012-04-12 東港城《拳王》之王者齊開操 更多相片請到論壇查看.,1,1
好糾結哦到底是要自私點呢還是要大度點呢╮(╯▽╰)╭,1,0
某工廠一個員工寫的暴強悍的辭職書，神馬理由都弱爆了,1,0
禮物收到沒啦！！是不是很實用呢？[偷笑][思考][思考]不許打我哦 快出現！！@Xiao小鬼-甜,1,0
當初被寵上天后來被甩的人最可悲再遇見誰都改不了壞脾氣[浮雲][浮雲][浮雲]說的好,1,0
老闆來一個鹹豬手笑死我爸說今晚去酒吧剛剛看到有個酒吧叫偶爾bar~好像不錯,1,1
我最愛的球隊!亞平寧今日不寧!看了你二十多年，你總讓喜歡你的人憂鬱!我受不鳥了![淚][淚][淚],1,0
似乎都試過 。。我以前還老喜歡鑽到在椅子上曬着的棉被底下睡覺 。[哈哈],1,1
怎麼都是些喫貨啊[哈哈]，穆總這瓜還麼籽。[嘻嘻]， 渴了喝水[嘻嘻]，我渴了，[委屈]， 這西瓜你敢喫嗎,1,0
如果大學老師是他們，我願意再上一次坑爹的大學,1,0
編輯越來越有才了@傳媒老王@我是西蒙周:沒見過,1,1
國寶年夜飯，看着一年的辛酸苦辣甜，一幕幕畫面腦海裏閃過。辛勞一年，我以燃燒的方式活着，沒有愧對自己！兩場瘋狂21支紅酒一頓飯兩首汪峯的歌，姐就這樣總結了2011年！給一個人電話，無法接通，我給我自定的垃圾桶喋喋不休。就這樣吧，我知道我努力過！活着其實很好，再喫一顆蘋果！sowhat！,1,1
既然是祕密就不要告訴我！知道了令人更失望！[兔子][兔子][兔子]固執的小白兔,1,0
哇噻，一個晚上和時間奮鬥，今天晚上領獎，眼睛一定腫旳像南瓜精！,1,1
，，後面站著的那位李敏親你敢不敢也壓上去？！！！（瞬間倒塌神馬的[笑哈哈],1,1
學電腦的就這水平- -~ 魂淡~ 我可恥的笑了~ 看起來好厲害的樣子~[偷笑][偷笑],1,1
:來看看~:一分鐘治癒牙痛~趕緊收藏~以備不時之需~,1,1
回不去了什麼鳥車壞到路上了幸虧還沒喫深圳我真是夠倒黴的了真tm坑爹,1,0
看完我決定不換機身了再添個像樣的鏡頭吧及時的提醒不需要爲佳能5DMarkIII糾結了,1,0
煽情咩？這個要偷偷看 下半部的視頻也看了，感覺溼答答的……你一煽情我就受不了[淚]@Nana娜貴人多忘事,1,0
死都不在乎了還有什麼不能承受的呢唉。。。一聲嘆息,1,0
回覆您本來就是我的粉絲我是朱建之您還送我戒菸禮物呢好方法我願意做你的粉絲,1,1
再換一個也許還不如找個了，呵呵，就乎着過吧,1,0
突然邪惡了想到笨蛋拿錯了妹妹的會怎樣xd， 哈哈哈哈哈哈哈哈真有你的小6[哈哈],1,1
《再一次實現》聽這一首歌點點滴滴的回憶就像是倒轉的電影在眼前不停的流逝和淡出,1,1
電影《愛在那一天》親們也來聊聊你們愛的那一天的故事吧[心],1,1
窗外白雪厚積天邊一輪金月誰的思念滴落這是夜還是夢醒來晴天一白奇幻奇夢奇景冬春冷暖誰遲[酷],1,1
這大概是史上最年幼窮遊er了吧[偷笑]帶寶寶出行向來不易各位粑粑麻麻們有什麼好的經驗可以分享嗎,1,0
我們真幸運啊～[bed凌亂][喫驚][淚]來了有點着急,1,1
哈哈socute側面那個眼影盒？真的假的？,1,1
最後一段，既然改變不了世界，那就改變自己去融入這個世界 了不起的湯唯！， 勵志故事，什麼時候都不要放棄！,1,1
早上起來忙碌了1個半小時終於家裏的東西收拾好呢yeah小開心一樣,1,1
#創意家居#【彩虹紙巾】今天是什麼顏色的心情就抽相應顏色的紙巾吧。,1,1
【猜電影】看過這部電影的，年齡都不小啦~~當年的國產片，在當年那個時代，真的也是非常經典的！！,1,1
又是昏昏沉沉的一天，好難受。菲比你敢不敢不要學我~~~~~[淚],1,0
把菜熱一下準備米西再來半瓶小烏牛[嘻嘻][嘻嘻][嘻嘻][嘻嘻],1,1
我就夠老的了，你比我還顯老，喫點虧我收你當師傅吧哈哈,1,0
早教認識的美女媽媽告訴我昨天他們年會high了，幾個小女人跳豔舞，老外鹹豬手開始喫豆腐，high到12點，小姑娘豁得出，男人們也不沾白不佔便宜，想想我們的股東們在我們面前還真是害羞啊，連個擁抱都臉紅，這年頭，還是女的比男的豁得出。,1,0
三八節裏的好孩子不要光記得給老婆買花還有老媽呢[心][心],1,1
你這“羨慕嫉妒恨”是喫小外甥的乾醋呢還是“嫉妒恨”我搶在你前面買單了呢你的言語很含糊讓我很費解啊[疑問],1,0
一切惡法，本是虛妄的，不要太自卑自己。一切善法，也是虛妄的，也不要太狂妄自己。,1,0
一直在網吧等elva的康熙來了和sunny的那期不是說好的10出來嗎？還要好久訥？哎。。。。煩死了,1,0
原圖啊[抓狂] [抓狂][抓狂]，[抓狂] OMOMO[抓狂][抓狂][抓狂],1,0
哈哈，緊張了 可愛屎了== 紙容真有你的>O< 哈哈哈哈哈哈，我要笑死了,1,1
一邊一個！然後一邊長了！又再去打了一次！真的讓我受了不少罪,1,0
飛回來才2個小時就到了害我打賭輸了條軟中華泥馬[淚],1,0
[酷][酷][酷][酷][酷][酷]破萬了再轉下這次愛慕爲徹底霸氣了[c得意笑][c得意笑],1,1
那是甚麼POSE= = 鄭老闆真有你的 還有!!! 你就只有這句嗎[汗] [給力]妳是我的命運~destino,1,1
再次肯定網易安卓應用版得編輯是個gay他們搞的社交類應用軟件的推薦列表top20裏面竟然有3個gay交友軟件,1,0
下班回來已經快五點實在太困了決定趴到電腦面前睡一覺開着暖氣腳下踩着電熱套手裏拿着電暖寶這幾天太累了新年就要到了暖暖的過個節吧大家：happynewyear,1,1
再轉再轉應該系女人都喜歡他我老公帥慘啦~~帥慘了[愛你],1,1
春款實用搭配有你的菜嗎~店鋪>>>（最新淘寶潮流資訊@淘寶潮流搭配）,1,1
請問一下ladygaga的新專輯bornthisway是被禁了還是怎樣？怎麼sogo都試聽不到也下不到如果直接搜索bornthisway直接顯示沒有這首歌怎樣才能聽到怎樣才能聽到？？？？,1,0
我一般是這樣：同一情報，老媽賣一次，老爸再賣一次。,1,1
-________-''好糾結還想去電影院看呢[花心],1,0
傻孩子還有好多路等着你走呢你就這樣走了嗎[淚][淚][淚],1,0
有的時候我再提醒自己要早點兒躲開也還會中計2011已經用了刪除法2012可以分類用裝傻法、透視法、低頭法,1,0
我養貓，可大爺我直得很，男人得很！小時候家裏爺爺和大伯打獵，養狗，所以從小就喜歡動物，現在工作租房後門有老鼠，所以決定養個貓，爲什麼現在的人就一致認爲養貓的人就是gay呢？還喜歡其他動物，但也包括貓，這樣就成gay了？什麼道理？難道男人就要養大象獅子老虎才般配？憑什麼一棍打沉一船人？,1,0
在羣裏看到一種佔座方式，突然覺得咱們弱爆了。。。[喫驚] 「轉」,1,0
告訴自己再多撐一天、一個星期、一個月再多撐一年吧你會發現拒絕退場的結果令人驚訝----力克胡哲《人生不設限》,1,1
【廣州塔跳樓機----世界最高跳樓機】廣州“小蠻腰”上的跳樓機,1,1
昏昏欲睡的午後來個能讓人提神的新聞[困]120316無線娛樂新聞臺五月天北京鳥巢演唱會發佈會,1,1
#薄熙來不再兼任重慶市委書記#因爲我還沒有戀愛過不管是誰都有可能是我喜歡的人,1,0
李先生，聽說您及您的律師所是有背景的，是嗎？,1,0
麥當勞在美國不是最歡迎的快餐，因爲麥當勞在賣出去的時候已經咋過2次了，第一次是在工廠做的時候咋一次，第二次是客人在買東西的時候再咋一次，相對健康的是in-n-out它和麥當勞賣的東西差不多，但都是新鮮的，只咋一次。,1,0
對自己的女人要寵只要我喜歡的還有什麼不能忍受的呢[鼓掌][鼓掌][鼓掌][鼓掌][鼓掌],1,1
幸好愛情不是一切幸好一切都不是愛情再美好也經不住遺忘再悲傷也抵不過時間...,1,1
噗我真的笑了 = =+毫不違和... 我現在知道剛纔說的紅是什麼意思了。。老海真有你的[哇哈哈],1,1
最近喜歡上捏黏土~哈哈..這是我自己捏的青蛙王子~??..他是隻等著公主親吻的王子~,1,1
:#屋塔房王世子# [哈哈]XDDDD其實我有時候也下意識覺得有些東西是觸屏,1,1
真·重生再來一則瑞典男子昏迷後醒來失去所有記憶只會說英語,1,0
資料備查薄一波於2007年1月15日逝世薄熙來於2007年12月去重慶當一把手,1,0
一定是打開的方式不對[淚]樸正洙你敢打鼓試試!!!!!!! dear...[淚][淚][淚],1,1
莫要五十步笑百步，全世界需要的是團結。每天清晨，中國都在訴說，你們聽見了嗎？[淚]，句句戳心窩！,1,1
中意左一首歌噶話，會按單曲循環，聽距個十幾二十次，直到穩到下一首中意噶歌爲止......宜家迷上hellkaren首如果沒有你hey我真的好想你現在窗外面又開始下着雨不知道你現在到底在哪裏,1,0
【爆笑！】老婆，你先困，我守着你，老婆你先睡~~我守着你~有我在呢~~睡吧睡吧~~,1,1
突然想到還是淇寶的家鄉臺呢...早早解決好手頭的工作回家看電視去,1,1
今天的半島酒店13樓的艾利爵士餐廳巧遇張怡筠博士上次見還是在白領黑蘋果項目的啓動儀式上呢,1,1
你看着吧如果你再冷落我再只是叫我做這做那以後大小事都不要找我我也不會跟你講話That'sall,1,0
既不回頭，何必不忘；既然無緣，何需誓言。今日種種，似水無痕，明夕何夕，君已陌路。——《趙靈兒仙劍奇俠傳》,1,0
切蛋糕專用有了這個再也不怕蛋糕撒了切出來的形狀還格外漂亮,1,1
終於有真相了我以前一直認爲只有我可以看得到還以爲自己有超能力呢原來不是[衰],1,0
我就你們幾個兄弟以後少抽點菸少喝點酒我還想和你們多玩幾年呢別他媽死我前邊了【轉給兄弟,1,0
把結局搬到熒屏上來了，真有你的 瘋子！深深地祝福你們......,1,1
隨手翻閱某彩印旅行指南，剛到128頁，緊接着就是161頁了，——麗佳製版印刷公司廠檢疏忽了，其他環節呢？,1,0
這是我們航中的大黃貓噻我還餵它喫過熱狗呢它暴乖~~大家多多關心下它吧！！！！[悲傷][悲傷],1,1
看到這條微博的時候，你在做什麼呢？等車？等位喫飯？無聊中？,1,0
去一個沒人認識咱們的地方，做一對理直氣壯的狗男女。,1,0
還有兩年就可以拿到香港永久身份證了，每次想到就感覺爽爆了！jump!jump!jump!不過悲劇的是老媽讓我念完二本以上的大學才能過去，不然就留級2年過去從新再念一道高中，原因是語言障礙…我也覺得我和我媽交流的代溝越來越大了…過去了後還得進修兩年英語，我超雞巴討厭英語！,1,1
#全新一代甲殼蟲#創意廣告：重生寓意不凡未來感十足~視頻地址：,1,1
拿起時間越久放下時間越久執迷不悔是自己的內心當你一天不再想不再為他寫下甚麼才真正放開自己,1,1
飲茶宜用陶器，陶比瓷更溫軟，更有時光流痕，更有禪機。 沒事幹麼[哈哈] 火車上也自帶茶具[喫驚],1,1
聽了一天的課全然忘了今天是週六成人學習是多麼的如飢似渴[偷笑]再次從早到晚坐在課堂上琢磨着下次機會何時再來,1,1
可以移動的廚房關起來就是個櫃子呢~還有無上櫃的簡易版~太有愛了,1,1
還不如呢都啥人啊還要呢還有地方說理嗎心靜的氛圍要@染香,1,0
又看了一遍《那些年，我們一起追的女孩》，傳說中的臺版完整版~依然覺得此片很有feel~其實那些所謂刪除的劇情基本上無礙整個片子的表達啦，不太懂的人反而可能會看了想歪了而毀掉片子的一些基調。不過這些刪減的劇情卻可以使得男豬腳更完整更貼近現實，更能喚起不少人的青春回憶。,1,1
既然發現了問題，一定想好了補救的辦法了，是嗎？,1,1
人生沒有如果過去的不再回來回來的不再完美來去睡覺[月亮],1,1
:什麼是堅持？就是一天，又一天，你告訴自己，再堅持一天。,1,1
親看來你參與的晚了還沒怎麼漲就要結束了這行情也太坑爹了。。。,1,0
回覆剛剛開始……來吧來吧走到底開始啦我還沒到呢起碼二十分鐘,1,0
痛苦的失眠，拜你所賜[抓狂] [好得意]我挖到了一個很不錯的微薄，[心]強烈推薦關注@那些觸動你的歌詞,1,1
龍年多好的寓意這件衣服明顯不適合站着不動肯定有什麼動作韓庚龍年春晚,1,0
！！！！！！！！！我還記得4塊多的時候呢~~~所以這是幾年前啊？。。推薦微羣“汽車總動員”,1,1
今日就係咁英文英文英文英文英文英文。。。。。。[暈][暈][暈][暈][暈],1,0
少年的時候我瘋狂的喜歡＂帶我走＂這三個字我再也不會任性的讓任何人帶我走我學會了自己走——徐志摩,1,1
不容易呀還有我這個乾媽呢~世上最難的職業叫做-——媽媽[心]有同感的請轉發#@辣媽潮爸萌寶寶,1,1
想結婚的、嫁不出去的、挑花眼的都去看看吧。4月28日，國貿三期“繭化蝶”—奢華婚禮秀，熱血的 真有你的~??,1,1
男女出行裝備對比圖。（via滬江部落虎）,1,0
，可以的'七十塊哈懂嗎'領養繼續哦'啊八你敢欺負七十塊揍你,1,0
昨天又是3點睡大家都來唾棄我吧~~今天9點就被喊起來搬家~~下雨頭暈目眩~~,1,0
方舟子，我給你轉。，嗯，轉發即將突破五萬大關了呢，小羅，真有你的[可愛]。想要人民的眼睛雪亮，你得先讓人民看到它……,1,1
喜歡雯婕的朋友們祝你們新年好我與大家都喜歡雯婕再奉獻一張明天再說,1,1
我越來越強大，拜你所賜。[雪][雪][雪] 我在#萬明園小區(西二門)#,1,1
回覆 你敢當街屙尿嗎？[偷笑]，爲啥我不是那個大爺！！！！[笑哈哈],1,0
你能來我就很開心了~只是最後的給力合影少了你這個大美女有點遺憾,1,0
我媽說這些在我上學時候一點沒看出來（開通啦好多明星都關注了親還等什麼呢！！！,1,0
#情人節禮物#專賣情侶款衛衣的一家~正在全場7折！現在下手最划算，情人節求禮物的童鞋速度哈>>>>>寶貝地址：,1,1
今天你去基地了，我們好久沒見面了!珊珊拍攝結束回公司我碰到他們了，非常美，拍攝非常順利!,1,1
；三圍：90-60-89 ；星座：雙子；身高：173CM；血型：B；出生日期：1992年6月5日；趁着年輕加油吧,1,1
回覆謝謝老大有你的鼓勵我會加油滴黑白能量到（不爽變很爽）,1,1
【快來參加轉發抽獎活動吧】參與轉發抽獎就有機會獲得友情提供的安全知識光盤和檯曆哦動動手指快快參與呀[饞嘴],1,1
終於把grey'sanatomyseason8煲完了。。等第10集出來，每次看完都很有幹勁。。該好好計劃了。。,1,1
[可愛]， [可愛] [偷笑]好可愛！[可愛] 回覆 超可愛[心]，哈哈哈 [偷笑] 好口愛哦~~~~,1,1
我還以爲是說某子呢[偷笑][偷笑]repost~:好文章,1,1
企業註冊資本總額手破100億大關 （分享自 @平潭潭人街網）,1,1
卑謙是因爲內心強大再次強調懂得感恩很重要想起了他那篇《從感恩出發從謙卑做起》,1,1
回覆是呀除了學習什麼都不用想其實很幸福哦回覆hiahia~現在想想還很懷念這種摧殘呢,1,1
女生節快樂趕緊過吧再過兩年就得過明天了@Gloria海音,1,1
爲什麼你在2-25日纔在微薄上道歉，而你兒子當天還在威脅羣衆。你千萬不要成爲下一個“李gang”，這樣會留千史罵名。,1,0
央視的盒飯。你看工作人員都給打開了，浪費了也不好，對吧？,1,0
如果伱不能對承諾愛我①輩子僦不要接近我~愛我很難投入~①但投入我便很難走出…如果伱真の要騙我~那伱僦要騙我①輩子~有時候很多事如果有得選擇我寧願自己做①個笨女孩~也不要做①個聰明の女人…iwantyoutobethepersonwhomakesmebelieveintruelove.??∞????hт晚安nicole__xx,1,0
老鄭什麼時候再來福建，福州的那趟沒趕上啊。再來一次唄。,1,1
別再被世事幹擾了跟靈魂道聲＂晚安＂帶着微笑睡去清晨含着笑意醒來學會忘記傷害,1,1
沒錯沒錯就跟我似的除了公仔再也沒有什麼別的可以失去的時候就是開始得到的時候[嘻嘻]非常認同,1,1
我還在大便中…待會兒喫啥早餐呢我知道了我買一塊五的包去飯堂喫,1,0
看來我很專一的12星座腳踏兩條船機率排行好好珍惜排後面的星座啊[抱抱],1,1
現場一定有賣票的老黃牛啊不會吧我還打算去瞧瞧呢[摳鼻屎]@囡小囡nn,1,0
我還喜歡這張老劇照，釵黛合一，不是爲男人YY，而是女女相惜。,1,1
#家庭教師#左邊的帥死右邊的萌死你喜歡帥氣的初代還是萌萌的初代呢by@OP-Robin,1,1
#人生無需PS工作室#少女少女你在煩惱什麼呢請再殺死一隻蛋糕吧人生無外如此了喲,1,0
汽油漲價了買“北京牌”汽車三包了看球把交警忙活壞了還有什麼新鮮見聞呢敬請收看今晚21:10新聞頻道《紅綠燈》,1,0
很多時候很多事情，就沒有辦法說理。說也說不出道理來，卻它就是一個個道理。很矛盾，但有了矛盾纔會有變化。但又如何辨別呢？,1,0
【習近平及夫人離開坦桑尼亞】夫人的裙子很少女啊（巨圖）,1,1
折騰兩天 排隊一天 最後一個窗口就快到我 下班了(T_T) 死的心都有啊,1,0
回覆可愛青春活力的造型現在都有板握了很酷的要再想一想有沒有之前拍過的借來參考一下回復相信你[good],1,1
我說過家中陽臺只養仙人掌而在不丹——腳下、路邊、牆壁、河沿兒都是仙人掌還有那麼多的花苞呢,1,1
不怕寒冬低溫只怕你對我冷淡天氣越冷越能感受手心的暖風再強有我在前面擋雨再大有我幫你撐傘[嘻嘻],1,1
#路況直播#小路讓大路，拐彎讓直行。行車有先後，禮讓秩序佳。[圍觀],1,1
再然後變成每天都是情人節...一個朋友一天過[偷笑]@黎小雯愛學習,1,1
還是鴛鴦鍋呢果然和中國妹子在一起喫的就是火鍋啊轉發微博,1,1
要先露大腿吸引人再下廚房留住人最後舉起小皮鞭管牢人這纔是新時代的新女人,1,0
回覆老大這世界有你真好謝謝你~[太開心][心][心][可愛]老大有你的陪伴是我們最快樂的日子,1,1
回覆哈哈喫飯前恭喜過一次嘛“恭喜再次”就問題大啦～[偷笑]＂再次恭喜＂有點歧義哦[偷笑],1,1
北大男碉堡了 [汗] 還好 已經把目光轉移到美國高校了 [偷笑],1,1
[good]能去第一線，佩服 李老師注意安全，我已到什邡，觀察中。,1,1
回覆嗯是要好好讀書我還要看力宏的演唱會呢[心]回覆好好學習喔乖,1,1
有一天有一個女孩問一個男生，什麼叫abcdefg，那個男孩回答說：aboycandoeverythingforgirl，那個女生會很感動，可是她身邊的朋友會提醒她說hijk，意思是heisjustkidding，女孩卻說就算被騙也沒所謂，因爲她之後會lmnop，意思是lovemustneedourpatience。,1,1
朋友的店今晚過去光顧下偶爾喫一次不爲過吧我還正在減肥呢親。。。[不好意思],1,0
今日新品上市。。。。123烤布蕾。。。九元一份。。。。 我在:#123手工奶茶鋪# #WeicoPlus#,1,1
還沒有印好呢據說月底可以了是哇可以寄我們兩本嗎@肖海生@今天文學:轉發微博,1,1
回覆已經回到蘭州了謝謝您i回覆您什麼時候離京我還排隊採訪你呢優酷的名醫訪談,1,1
跟BC卡一樣，優勢沒贏，再來一盤優勢就更難。,1,0
一款小清新碎花坡跟涼拖，配上長裙，那叫一個美噠，現在做特價22.8，,1,1
再讓你不好好喫早飯不喫早餐的危害~@喫貨愛小喫,1,0
前段時間整理merlinlocation想去的地方不見了，又得再看一遍。forestofdean是肯定要去的，但怎麼plan好啊。貌似hk沒有飛機直飛威爾士？方向白癡自助遊就是暈,1,0
